COMMENT_ID,AUTHOR,DATE,CLASS,CONTENT_az
z13xhp2xmkeowtbyo04cffggylf3yjjpsns0k,Brotha B,2014-11-05T16:18:58,1,"Hədiyyə kartları almaq kimi..lakin nağd pul xərcləməyə nifrət edirəm.... Juno Wallet-i sınayın!!! Juno Wallet-də siz kimi hədiyyə kartları üçün pul qazana bilərsiniz; Nike, Gamestop, Amazon, Ebay və s. asan Videolara baxmaq kimi sadə tapşırığı yerinə yetirməklə pul qazanın.. proqramlar yükləmək və hətta dostlarınızı qoşulmağa dəvət edərək pul qazana bilərsiniz... qeydiyyatdan keçmək pulsuzdur. Bu gün qeydiyyatdan keçin və promo koddan istifadə edin. BD3721315"
z12dzlpo0ueie1go404cfjjwsxf1g1lrtdo,Amir effect,2014-11-05T17:18:14,0,3 milyard baxışa çatanda kimsə məni ayılda bilərmi?
z12jxvuzgxusjl1jw04ccxshdwyfx1pjzfk,lakis constantinou,2014-11-05T18:02:31,0,"PSY YOUTUBEDAN ÇOX PUL ALDI Kİ, 2 MİLYARD BAXIŞDAN ALDI BU DÜNYADA ƏN ÇOX BAXIŞLARDIR :D﻿"
z13dgdl4hyirg3gcd23pw3nw0zrsebpqb04,just a filthy kafir,2014-11-05T18:05:17,0,Justin bieber = gey
z13gypjrmumhxromj23jyjhhenvdgpuxh04,HarveyIsTheBoss,2014-11-05T18:16:55,0,"Gülməli olduğunu söyləməlisən. 2 milyard dəyərində gülməli deyil, amma yenə də. Tıkladı və hər şey yoxa çıxdı. Ən azı 1 nömrəli JB-nin pisliyi yoxdur.﻿"
z12wilyi3mzzjlzkw225hrzrxvb4tjgln,M7AMDksa,2014-11-05T19:51:38,0,❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿
z12uw5z5roiqel3ds22iifbhbmnijn1qz04,Noah François,2014-11-05T20:15:09,0,"Ahhh, 2 il əvvəl...."
z12wsx5amr3ahbgl122mc5qr5v23vnist,Neely Nesley,2014-11-05T20:19:26,1,"Rəqs rəqsi,,,,,Psy http://www.reverbnation.com/msmarilynmiles﻿"
z122f10gdvathpo2222pshcxxpjliddjv04,BmwManDexter,2014-11-05T20:33:15,1,"epik videolara baxmaq üçün ""starlitnightsky"" kanalına baxın"
z13ghjrh5vqbetiw104chhdrlsv0szfqbxk0k,KodysMan Dunt Know,2014-11-05T21:10:09,1,https://www.tsu.co/KodysMan plz ^^﻿
z13nwn54ukukyhdfb223vttqnu31hvf4k04,nachopinca3901,2014-11-05T21:14:36,0,Axmaq insanlar... bu videonun 2 milyard ziyarəti yoxdur. 2 min milyon var
z12kcx2ahwmpupnw004cdt3rwqfes3xgbns0k,Mehmet Demirel,2014-11-05T21:25:27,1,http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&AffiliateID=9107﻿
z12udxjwpwurtlwz304ccbrhdtusth4herk0k,PacKmaN,2014-11-05T21:56:39,1,"Mən musiqimə çox səy göstərmişəm, amma təəssüf ki, çox adam izləmir"
z13ky1cgzpjpvdpp004chhebvqnkhnpjmzo0k,Alessandro leite,2014-11-05T22:21:36,1,pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 mənə vip silahı çapraz atəş almağa kömək edin
z121cngqep23db2o404cjf4zvsf2cjerdaw,TLouX music,2014-11-05T22:41:42,1,Məni bura əlavə et...https://www.facebook.com/TLouXmusic﻿
z13osluqrpefv1hd323idhejzxanc3ai004,Tyrek Sings,2014-11-05T22:50:02,1,KANALIMA BAXIN XAHİŞ EDİN. MƏNNƏ MƏHNƏ EDİRƏM
z12ehhxzutqbsjrpq04ccjlqhrv5y3dzkn40k,NursePoison,2014-11-06T01:12:14,0,"Düşünürəm ki, bura indi şərh bölməsində kanalları tanıtmaq üçün bir yerdir.﻿"
z12bv5zxvpryjjspn04cdfwz5lrtzjhooqw0k,Peter Johnson,2014-11-06T01:44:12,1,Pulsuz hədiyyə kartları və paypal pulu əldə edin!
z12zstfhixudundzf04cjbsp0rjrzh1rw3k,MiningBip3,2014-11-06T02:22:00,1,Kanalımdakı pivot animasiyalarına baxın
z13zxdkalk3ryvxr004cj1vabkn2dvcyusg0k,Ju`Wan Wright,2014-11-06T02:39:07,1,Twitter və IG-də məni izləyin: __ killuminati 94﻿
z12zjztrvlnafvk2n230wjmztyfxxpbk2,CronicleFPS,2014-11-06T03:10:26,1,"Məni yoxlayın, mən oyunla məşğulam"
z12mzferzsanzhld022fhhdarrusivwkq,marye,2014-11-06T04:42:33,0,Oppa! Bəli! Ən Yaxşı Mahnı!
z13cydjppmiostv1l22dtzd5xnbjebax004,Giang Nguyen,2014-11-06T04:54:22,1,Ətraflı... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿
z13hubqrnwquen2gu04cdbbx4rqgxxcwvo00k,Giang Nguyen,2014-11-06T04:55:41,1,https://www.facebook.com/teeLaLaLa﻿
z13xsxxqlxnzz3d3g22wfjx5lsrjgpaic04,MasterRobotTV,2014-11-06T05:40:43,1,http://www.twitch.tv/zxlightsoutxz﻿
z13zjbvbeszjcvdsx22ww5cgcrydzlf5u04,ROB YSF,2014-11-06T09:15:12,1,mənə bu mahnını xatırladır https://soundcloud.com/popaegis/wrenn-almond-eyes﻿
z12yinh5ks2oinqzn04cctkgvvrohbrazvo0k,Rancy Gaming,2014-11-06T09:41:07,1,Hansı pulsuz hədiyyə kartları? Bura daxil olun http://www.swagbucks.com/p/register?rb=13017194﻿
z13mtrjqsqzliho5w04cex3zmoqfvnpgyys0k,FatPocketsTv,2014-11-06T09:49:14,1,"Axtar ""Chubbz Dinero - Hazır və ya Deyil"" Təşəkkürlər"
z12lg1vizrmsgxm3q23oij4aqrjxjdd1p,Holly,2014-11-06T13:41:30,1,Twitter @mscalifornia95﻿-də məni izləyin
z13zhhualofpyz22z22pydei0oeyt5abc04,unknown,2014-11-06T14:50:18,0,😫😓😏😪😔😖😌😭😎😚😘😙😗😋😝😜😛😍😒😞😷😶😵😳😱😱😲😲 😩😨😧😦😥😤😣😮😴😢😡😠😬😕😑😐😯😉😈😇😆😅😄😃😂😀😊 yer üzündə hər bir üz növü
z12sil2ziqneyjxpx04cehcgcsmmcr1a3ew,"thevlogmasters Vlog, Challenges en nog veel meer!",2014-11-06T15:28:54,0,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳＴＭＭＭＭＭ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿
z12scr5ixnexwh2xa04civ3o3k25dr3wkfw,Freddie Barton,2014-11-06T15:31:35,1,YENİ 'STATIC' MAHNIMI ÜÇÜN KANALIMA YOX EDIN!! SƏN BƏYƏNƏCƏKSİN !!
z13actcqdm31slqqu04cctub4n2nw1swwy00k,Sean Ortiz,2014-11-06T16:48:02,1,Həqiqətin sizinlə qarşılaşdığı Incmedia.org
z13dvrmxorf0cnj0423rsfcjlxevgjwll,ZodexHD,2014-11-06T17:50:59,1,kanalıma baxın mən minecraft pe lets play edirəm
z12oep2i2ybiyn0sy23tc1uptrmkhxbse,Andr3wco7,2014-11-06T17:59:30,0,Bu mahnını indi tapdım
z13huxgx5rikd13v422khjnjusyvzxx4c04,michelle clough,2014-11-06T18:00:04,0,2 MİLYARD!!!
z12qzzbpbzn4c5zwu04cir5gmzfozhy4cjk,lebanonwarior1,2014-11-06T18:07:21,0,Mahnının adı??
z13mebgjooulgzdkt23kzvlqjyrzx32n0,amine moha,2014-11-06T18:11:37,1,zəhmət olmasa bəyənin: http://www.bubblews.com/news/9277547-peace-and-brotherhood﻿
z12tzt2pluixhpbs4221xveiiqafd3epw04,PacKmaN,2014-11-06T18:23:21,1,"bir daha salam, mənim tələmə baxmağın əleyhinə deyilsinizsə, bəyənin və 3 videonu bəyənin"
z13udh04hqjeyney404cgloh0vbegbmgvq40k,fad lad,2014-11-06T18:24:19,1,http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&condition=refurbished&qid=1415297812&sr=8-2 ﻿
z13dtz1zzkagdromt230g5cqfsejstr3p,Digital Media Butterfly,2014-11-06T18:55:14,0,"YouTube-da ən çox baxılan video 2,1 milyard baxışla Psy-nin “Gangnam Style” klipidir. PSY - GANGNAM STYLE (강남스타일) M/V﻿"
z12ox3a5vviky5ctq22nz1ewpo24wxyis04,JackTheLad,2014-11-06T19:00:11,1,"Mənə abunə olun, mən də abunə olacağam!!!"
z13zy52aayqxsx5nr23curipvrretdy35,JoelR Ch,2014-11-06T19:28:25,1,http://flipagram.com/f/LUkA1QMrhF﻿
z12sitjpgyy3f5j2322iy1figqa4vnyja04,OverSpace33,2014-11-06T19:40:59,1,Milad Mahnısı üçün kanalımı ziyarət edin! ;)﻿
z12nejhigtr0tdvy504cgfcrhzvycxzin0k,Detroit Red Wings,2014-11-06T20:55:09,1,http://www.gofundme.com/gvr7xg﻿
z13chfswltzzyhys1234dvkb3r2ien0ld,DirtySouthFlorida3,2014-11-06T22:00:58,1,Mənə abunə olun mən geri abunə oluram!!!! Üstəlik mənim gözəl götüm var lol
z12tul0onm20hffur22qxhs5mvijddfj404,David Boček,2014-11-06T22:40:49,1,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿
z121hjrymmf2jh4rf04cjrybiyfotjmof1g,Jackal James,2014-11-06T22:53:08,1,https://soundcloud.com/jackal-and-james/wrap-up-the-night﻿
z120wncjevujt1aju04cff4b1yfcvhrbpis,Goran Theboss,2014-11-06T23:16:52,1,https://www.surveymonkey.com/s/CVHMKLT﻿
z124y1czouyechz4j04citox1mn1wz5pmos0k,YoungBrothersRecords,2014-11-06T23:22:32,1,"Zəhmət olmasa, bizə bir şans verin və kanalımızdakı yeni klipə baxın!  Siz məyus olmayacaqsınız."
z12yu11xyumitzpho04cix1y3zn3ijrpcm40k,Chinsoman Films,2014-11-07T01:22:02,1,Zəhmət olmasa mənə abunə olun
z13hfnup3tmvxhqfx22yvx4qnwj2gjj2a,Moymoy Palaboy,2014-11-07T01:24:27,0,"Bu, tarixin ən yaxşı, gülməli və viral videosu (youtube) THE TRUE﻿"
z13neh044nq2wn0o404citkh2taufzqxuz40k,Mason Sieverding,2014-11-07T01:50:10,1,Zəhmət olmasa videolarıma baxın
z12uwhfpwnfrepmhg04ccx2ioxqzip4o0xw0k,VIP 2NEXO,2014-11-07T02:02:02,0,GANGNAM STYLE BİLDİRİN!!!﻿
z12kttwqvzi4fd0ei23rdp4xjt2ef5hbk04,Gaming 101,2014-11-07T04:13:47,0,"Gülməli olan odur ki, baxışların 1.700.000.000-ı spam-botlardır. Mən 2 MİLYARD baxışı nəzərdə tuturam? BS!"
z131xnjjtqeyh5dy304cfhm50vagttfyemg0k,Chack Jason,2014-11-07T04:39:08,0,OPPA <3﻿
z122dfb5htjxgpbot04cdj1aikatybbjsb0,Kitts Hausman,2014-11-07T04:48:01,0,Çox gülməli möcüzədir lol aaaaaaa sexy lada😂﻿
z133xzqp3ubgyf2ko22osxkrfzvbd5b2y,TheInfectedDoge Gameplay,2014-11-07T05:04:28,0,dünyada ən çox baxılan video
z122srjbvovwzxg0522yd1i4ty3kznxqs04,Warrdrew,2014-11-07T07:46:57,0,Mən baxışları yoxlamaq üçün buradayam
z13lezboqn35jtqlm23mcpgp3tjbghmvk,Parssa Alimadad,2014-11-07T07:54:13,0,"Bunu oxuyan əziz insan, sən gözəlsən və sevənsən. Gününüz yaxşı keçsin"
z132yfjb1q2aupnvp224it3zdlfgebvxy04,Adrian Skalak,2014-11-07T08:19:37,1,http://www.ermail.pl/dolacz/V3VeYGIN TIKLAYIN http://www.ermail.pl/dolacz/V3VeYGIN http://www.ermail.pl/dolacz/V3VeYGIN http://www.ermail.pl/ dolacz/V3VeYGIN http://www.ermail.pl/dolacz/V3VeYGIN http://www.ermail.pl/dolacz/V3VeYGIN http://www.ermail.pl/dolacz/V3VeYGIN﻿
z12av324qzztf5tan04ci1kycxbnf3u4f4g,BeatBoxBaaa,2014-11-07T09:04:08,1,"Yeni sosial şəbəkə TSU-nu sınamısınız? Bu yeni sosial şəbəkənin xüsusi bir xüsusiyyəti var. Yazıları həm fb, həm də twitter-də paylaşa və hətta ödənişli olmaq üçün burada qeydiyyatdan keçə bilərsiniz: https://www.tsu.co/WORLDWIDE_LIFE﻿"
z12aillowmuftn5l022cv3hwbofjctgch,Cool Ong,2014-11-07T09:55:39,0,Sarı kostyumlu oğlan Jae-suk kimi görünür
z13xtdlovm2hzl05d04ccz1pnvqtezdriqc0k,Uroš Slemenjak,2014-11-07T12:08:13,1,"İnsanlar, bura FB kimi yeni bir şəbəkədir...siz həm də pulsuz qeydiyyatdan keçirsiniz, fərq yalnız paylaşmaq, şərh yazmaq və postları bəyənmək üçün pul almağınızdır və buna görə də bir... paylaşmaq üçün fb-də vaxtınızı itirməyin və yox. ödənilir!! Gündəlik yazılarınızla pul qazanmaq üçün burada qeydiyyatdan keçin!  https://www.tsu.co/slema13 Hər kəsə xoş gəlmisiniz! ;)﻿"
z130xbcwfnj5vlskv23airsxqqfqvhl5504,Adam Mudd,2014-11-07T12:16:08,0,Necə 2 milyard baxış var və dünyada cəmi 2 milyon insan var!?!?!?!!! ÇOX HESAB!!!1111﻿
z12kix1zlmz3fhmhf04cipe5qpvsxrezbpg0k,Cromwell John Pascual,2014-11-07T12:51:06,0,BU YOUTUBE-DA EN ÇOX GÖNLƏNƏN VİDEONU VAXT EDİRSİNİZ!﻿
z12mx3zj3pqigd3nb23xtpzwnriczf0zo04,Starfire003,2014-11-07T12:58:57,0,"OMG 2/7 İnsanlar bu videoya baxdı, çünki dünyada 7 milyard insan var və 2 milyard buna baxıb﻿"
z12afdtaypuat3t5s04ccv4g4xe1elvbcdw,Lindsay Wofford,2014-11-07T13:12:45,0,O nə deyir?!?!?!?!?!?!?$? ﻿
z123gh5o1pibgntf222einrisrfasnha104,Romeo Sweeney,2014-11-07T13:33:12,0,bunun çox baxışı var
z13xgr1w3oeycnszq04cihybwtimi3vqc40,Thanh Phong,2014-11-07T13:48:31,0,2 milyarddan çox baxış!
z13mc51qfqeozdpun23kgri5kzjnjpitj,Callum Barr,2014-11-07T13:49:41,1,Mənə abunə olun plz plz plz plz plz plZ ﻿
z13yeb25wmevhpg3s22chjtxoszvgxxxl04,funtimekid1199,2014-11-07T14:11:41,1,http://www.twitch.tv/tareko100 Onu twitch-də izləyin və !5800 açar sözünü daxil edin və buxar bazarında sata biləcəyiniz csgo üçün həqiqətən gözəl və bahalı silah qazanmaq şansınız olacaq﻿
z13qgpqwlqbgj5jqy04cgnjqruv0gpdaino0k,css403,2014-11-07T14:25:48,0,"Mən 2,126,492,636 izləyiciyəm :D﻿"
z12wjxmyvzr1yps4d04cfrexyorisrfqpc0,Dovydas Baranauskas,2014-11-07T14:29:19,1,https://www.tsu.co/Aseris buradan pul qazanın!﻿
z13cc1abmqz5cjpkc223ybzavyibznjey,전광용,2014-11-07T15:14:48,0,Fantastik!
z121eftbimqgy1p5504cjx24tpvbjrpisnc0k,sagar basnet,2014-11-07T15:31:25,0,Dünya əhalisi 7 milyarddan çoxdur
z121yttbfpyxw1dya04cgtq4clasebvoib4,Vitor Belliny,2014-11-07T15:43:29,0,2.126.521.750 baxış!!!!!!!!!!!!!!!!!!!﻿
z130zp15xof5db0x204cfv55awj1wl3aipc0k,Gianpaolo T,2014-11-07T15:58:09,0,Vay 23 dəqiqə əvvəl
z12ufrszxq3zstw0r22yfbipvqvaypold,josson 64,2014-11-07T15:58:57,0,SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
z12lsp3pnmqlirwwk04cepijkvrustgbcgs,Isuzu,2014-11-07T16:38:47,0,P E A C E & L O ​​V E ! !﻿
z12iubmp2mv1txfsy235vb2xdqirufcp304,jayson calzado,2014-11-07T17:03:01,0,Mən yer üzündə tək baxanda bu musiqi videosu necə 2 milyard baxış toplaya bilər?????? lol
z12kyn0qjzzzur2ai04cg5szenjxdrorp4w,O sábio das 7 eras,2014-11-07T17:06:48,1,Dostlar kitabımı oxuyun və təkrar edin: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿
z13ccrthzkqdhl0ia04cjvobvtmafbd53ow0k,Pro Video,2014-11-07T17:53:51,1,mənə abunə olun :)
z13rwrwppmyugtzco23xzjswqmrzilyxw04,Vepi road to TIx,2014-11-07T17:54:36,0,Hələ də ən yaxşısı. :D
z12iircxtsjpwvqbd04chjzbemjtj5kohxg0k,Bert Dionne,2014-11-07T18:05:40,0,YouTube-da ən çox bəyənilən video...
z12twf5qnmr2vhzsp23nzvn43uekgp4hq04,no honesty,2014-11-07T18:11:06,0,2 il sonra buna hələ də baxırsınız? ﻿
z124g1oy2wfitb3tw23bw1po2ozhurojq04,LaunchPad Mad,2014-11-07T18:11:56,1,"salam! Mən Youtube-da yeniyəm və tezliklə Launchpad Videolarını hazırlayacağam! :D İnsanlar məni asanlıqla görə bilmələri üçün başlamazdan əvvəl bir neçə abunəçim olsa, çox şad olaram! Mən nifrət şərhlərinə əhəmiyyət vermirəm, ona görə də narahat olmayın -_-﻿"
z13dibpi3raby5evk22yzhfwuli2hnj0t,Aj Riberal,2014-11-07T18:52:29,0,"Lol...Bilmirəm bu zarafat necə çoxlu bəyənmə alır, amma hər halda. xD"
z13ajrybhwehvxctd22xjvnjvvfig1mai04,SRK FAN,2014-11-07T19:18:25,0,Bu Bok Parçasına 2 Milyar Baxış... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿
z12xczhjizrzuhvlp22gh3apkrasg3ggt04,Ben Stalker,2014-11-07T19:27:45,0,GANGNAM STYLE DDDD--BASSI DÜŞÜR!!*﻿
z13zv3phsxnput04k04cdnkw4svghdnas4c,xxxTheMikeTxxx,2014-11-07T19:33:03,0,Bu mahnı nə vaxtsa 7 Milyar Baxışa çatacaqmı?
z134d5hbckywylmj404cgnlo3kysfhsjoeg,Kemal Kurtoglu,2014-11-07T19:33:46,1,"Mən RAPPER/MAHNI MƏHKƏMƏSİYƏM, videoma baxın LÜTFEN..həmçinin daha çox təşəkkürlər üçün abunə olun :) fikirlərinizi bildirin.﻿"
z130vjpadznpiv44x04cgd1ooljghlzg0es,ahmed khalifa,2014-11-07T19:45:26,0,"Dünya əhalisinin 29,24%-ni təşkil edən bütün dünya əhalisini salamlayıram, gününüz yaxşı keçsin inşallah :)﻿"
z13rdtkxmnfsdptlc22qwryhlsrfslcht04,Adele Lupei,2014-11-07T19:47:06,0,"Bu, bütün ""Sikimi liftdə ilişib qaldım"" bəhanəsi ilə başlayan videodur? ﻿"
z12hidxilpv4uduvf23jdjp4nleeulehc04,Daniel Istrati,2014-11-07T19:47:16,1,Kim mənim kanalıma abunə ola bilər? :D
z12sjrqiurm3sd4rh04chz4oplrmhzmgzmg0k,Stronzo Chicheritr,2014-11-07T20:01:15,0,tarixdən əvvəlki mahnı.. olub
z13sw1fapx2dijgv323dur5rcyz3urnut,none dies virgin life fucks us all,2014-11-07T20:05:35,0,Özünü ağıllı hesab edirsən?        Üzünə baş vur.
z12di5a51quhttio304cirdpnvroex14jfg,JakeFrostMiner Palanca,2014-11-07T20:12:11,0,BƏYƏNMƏM.. İndi biri REAL musiqini bilir - keçmiş. Enimen
z13wj1pgwlfjjjn4d04cilo5nwnhsbdavzg0k,Tee Tee,2014-11-07T20:16:51,0,Heç kimin (məni) başa düşmədiyi gülməli gözəl mahnı və biz onu sevirik
z13pfnrxuyelivdoz04cgdx4esa2dxeymck,Oopsthenameistoolong Oh well,2014-11-07T20:18:19,0,Siz də bura gəlsəniz görün bu mahnıya neçə baxış var
z13wf3fztpfffjoit04chjaxhkurtf1oh5g,witsnow roxiie,2014-11-07T20:45:32,0,Sizin üçün dua edirik Kiçik Psi ♡﻿
z132fb4jenqfv5x2r23swfmiyrafyf5ue,johan gade,2014-11-07T21:06:36,0,"''Balaca Psi, cəmi 5 ay qaldı.. Başındakı şiş :( SİZİN ÜZRƏ OLACAQ <3﻿"
z13oc52ihn22tfz3n231vv4bvxrujn0f0,2666playboy,2014-11-07T21:39:21,1,Məni Instagram-da izləyin. _chris_cz ﻿
z12rd3vqqsjydb35a04cfxi4kprfxruh5ew,Melissa Harmon,2014-11-07T22:01:04,0,bu bok necə aktualdır
z12ffbi4hyauctqeg22livra0kzjcjffv,Eddie Murphy,2014-11-07T22:19:03,0,LOL bu pislik heç vaxt köhnəlmir
z130i3yaexrmtxyic04ccnk5hwvfs33as0c,Alucard Hellsing,2014-11-07T22:21:29,0,"Nə deyə bilərəm....Bu Mahnı O, Sadəcə Dünyanı Tamamilə Dəyişdirir... Yaxşı iş PSY... (və qızlarınız möhtəşəmdir :))) )﻿"
z13welx54xa4irprk04cfljw0o3gcnkrxzg0k,John Plaatt,2014-11-07T22:22:29,0,0:02-də eynəkdə kameranı görə bilərsiniz....
z13whrhzczjfx5ozo04chrtiyzunjjewwlk0k,YOU ARE NOW WASTING SECONDS OF YOUR LIFE BY READING THIS LONG STUPID NAME WHICH MAKES NO SENSE!,2014-11-07T22:41:04,0,bu şərh səhvdir
z13iwppp5kf4gnyxn04cjns5kzn4xd0qdwk0k,juanmanuel cespedes,2014-11-07T22:59:13,0,bu musiqiyə nifrət edirəm. lanet müğənni və hər koreyalı çinli və amerikalı məni sikir.﻿
z13wtr2yssezhdaqa04cjvbody3qwjhpwk00k,Kirill Nazarethian,2014-11-07T22:59:37,0,2:05. Hahahahaha
z130dbmz2ourjtupz04chhjrpunwcr4yjrs0k,King uzzy,2014-11-07T23:19:08,0,2014-cü ilin dekabrına kimi 3 milyard baxış sayına çata bilərikmi? ﻿
z12jy1tw0unnhhdnh23yyvyhjsnljxhf4,Gio D.,2014-11-07T23:23:54,0,Lal Oğlan: Yer üzündə 7 milyon insan olduğu halda niyə 2 milyard baxış olur??? Həm də 1+1-in nəyə bərabər olduğunu bilirəm! 1+1=1! Mən ağıllı şalvaram
z124inzqgoyeh33uw23iibficv2kuf2nx,anthony Jennings,2014-11-07T23:26:04,0,"""Bu Mahnı İndi Çox Köhnədir, Dinləməyin Heç Bir Mənası Yoxdur"" Deyən Adamlar Əsər. Sadəcə Stfu və Musiqidən həzz alın. Deməli, ananız çox qocalıb, amma siz hələ də ona qulaq asırsınız?....﻿"
z13vc32olxm2znkjz04cd35gnozjebqhlig,TheLegitBroz,2014-11-08T00:26:35,0,"Maraqlısı odur ki, bu mahnı 2009-cu ildə hazırlanıb, lakin Amerikaya çatmaq üçün 2 il lazım olub."
z12xgnu4zmroi1vuu221wtihjlbjw3owv04,mindaugux,2014-11-08T00:36:31,0,niyə mən öz şərhimdən başqa heç bir şərh görmürəm?:/﻿
z12denip3u2dyzqte23ytjoqdsieizlta,Bert Ernie,2014-11-08T00:45:40,0,"bu yapon cox pisdir. o, belə dəyərsiz bir balıq başıdır. Bilmirəm ki, kiminsə bu lal tənbəlliyi necə xoşlayacağını. bu heç lanet musiqi deyil. bu o qədər kədərlidir ki, hətta belə bir şeydir. insanlar cox cixib."
z133gnr5wmi1idj0y22delw4knabhvwtq,Tabby Ghani,2014-11-08T01:28:58,0,Hamının Gangnam Style ilə maraqlandığı vaxtı xatırlayıram 😗﻿
z12aezowoqbjf3sn223hc1xrita3f3oz404,UKz DoleSnacher,2014-11-08T02:18:42,0,Bu videonu silin
z12tulsausq0ebatg22iy5cwzrvegr2ls,JD COKE,2014-11-08T02:24:02,1,"Çox ağır, kədərlidir :( iO balaca uşaq Aktyor HWANG MINOO rəqs edən çox aktiv uşaq beyin şişindən əziyyət çəkir, ona cəmi 6 ay qalıb .İnanmaq çətindir.. Gələcək super ulduzumuz üçün hər kəsə dua etməyə davam edin. #GüclüLittlePsY #Döyüş HƏR KƏSİN DUA EDƏN PAYLAŞIN ONUN ÜÇÜN http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿"
z12zjdapzmexcbnsu23qgphzyubsihwsu,Joaco Remis,2014-11-08T02:29:17,0,"Bu niyə yenilənir? Şərhlər:""5 dəqiqə əvvəl"" Mahnı: ""2 il 4 ay əvvəl""﻿"
z125vpqb2rb1jbxun234evvr1patybvww04,TheRogueScorpion,2014-11-08T02:45:12,0,ÇOX XATİRƏLƏR............
z12eex1wzu2ky35en22wfpswwxjqynsus,John Schmidt,2014-11-08T02:58:48,0,Cəmi 279.898 youtube istifadəçisi olduğu halda niyə onlar 5 milyon şərhdir?   5 milyon saxta hesab və ya PSY sındırılmış youtube﻿
z12cu5vhuw2ccfvdi22ecpvobuiof1yat04,Sean Deko,2014-11-08T03:08:58,0,Dünyadakı 7.000.000.000 insandan 2.000.000.000-ı bu videonu cəmi 2 il ərzində görüb və mən hələ də çuxur mahnısından cəmi 2 söz çıxarıram﻿
z13sfdopwvmpcfo3023cj3w54q30ftk1x,Nikolay Tekuchev,2014-11-08T03:09:11,0,"Bu video çox gözəldir, təkrar-təkrar!"
z133gjpr2ybqthyjt04cjjhrtwucsxw4tpk0k,PinkyThePuppyProductions,2014-11-08T03:11:40,0,İndi ilk şərhə səyahətə gedirəm... Ailəmə onları sevdiyimi deyin. 😢
z12pcbng1m2shlgkp23ki1izwkreylid3,Sev3617,2014-11-08T03:15:09,0,"Bütün YouTube-da BU Video bu qədər baxış və bəyənməni necə əldə etdi? Niyə Gangnam stili? Mənim bununla problemim yoxdur, sadəcə olaraq onun arxasındakı hadisələri başa düşmürəm, bu, hər hansı digər təsadüfi musiqi videosu kimidir. ﻿"
z12ts1xbpzv4sfrsd23rfbjourjgcj5mo,Gema LR,2014-11-08T03:26:51,0,Koreyalı qızla daha fahişə və qancıq: Hyuna :'33﻿
z12wuz2qqnawe50js04cejpzosrzdr0r1k40k,Dana Matich,2014-11-08T03:32:55,1,"Hey uşaqlar! Bunu yoxlayın: Kollektivet - Penisimə şillə vurmayın!  Düşünürəm ki, onlar aldıqlarından daha çox kreditə layiqdirlər"
z12dddjgvrnvtxkni22gsfdzqmu2z1qmm,Angela Flemming,2014-11-08T03:46:33,0,Baxmaq üçün hələ də çox əyləncəli musiqi videosu! ﻿
z133jzxzav2gw5lq504cgrnx3lbgulw5onc0k,itzquiffer,2014-11-08T03:47:23,0,Gəlin 3 milyard baxış!!!!!!!
z13awjrbcpyhinimp23nwztqlrucvdio404,The Bibliophile Flautist,2014-11-08T03:49:38,1,"Hər kəsə salam, mən yeni kanalam və fleytada kitab rəyləri və musiqi videoları yerləşdirəcəyəm. Zəhmət olmasa abunə olun. təşəkkürlər!"
z133tllzkmb0wthup235c5qovo3xzdzqr04,Wilfredo Latorre,2014-11-08T04:02:29,0,"Hey, mən bilirəm ki, burada nə ilə məşğul oluram!!!! Bunun necə 2 milyard hit qazandığına dair bəzi nəzəriyyələrim var!! 1. Bu, koreyada hazırlanmış mabey idi və orada çox məşhur idi, ona görə də onlar bunu təkrar-təkrar izləməkdə ilişib qaldılar. 2. Youtube daxil olmaqla 2 milyarddan çox insanın internetə çıxışı var və onların sayı artır, 2017-ci ilə qədər əhalinin yarısı qoşulacaq. 3. Koreyadakı hakerlər onu o qədər sevmişlər ki, onu daha populyar etmək üçün onu 2 milyard hitə çatdırdılar.  4. Mahnı 2012-ci ildə bir neçə mp3-də, ədalətli rəqs oyununda nümayiş etdirilib və konsertlərdə və hətta yeni il ərəfəsi tədbirində görünüb, beləliklə, sadəcə onları görərək bu videoya daha çox hit əlavə edə bilərsiniz. 5. Siz bunun 2b hit olmasından çox şikayət edirsiniz.﻿"
z13shj4wpmflidcxc04ce5f4vlqdyzjowso0k,Tornike Noniashvili,2014-11-08T04:08:09,1,kanalıma abunə olun
